iter	Passed	Remaining
442	2437	3064
443	2442	3058
444	2447	3053
445	2453	3047
446	2459	3042
447	2464	3036
448	2469	3030
449	2474	3024
450	2480	3018
451	2485	3013
452	2491	3008
453	2496	3002
454	2502	2997
455	2507	2991
456	2512	2985
457	2518	2979
458	2523	2974
459	2528	2968
460	2533	2962
461	2539	2957
462	2544	2951
463	2550	2945
464	2555	2940
465	2560	2934
466	2566	2929
467	2572	2924
468	2579	2919
469	2584	2914
470	2589	2908
471	2595	2903
472	2600	2897
473	2606	2892
474	2611	2886
475	2617	2881
476	2622	2875
477	2627	2869
478	2632	2863
479	2638	2857
480	2643	2852
481	2648	2846
482	2653	2840
483	2658	2834
484	2664	2828
485	2669	2823
486	2674	2817
487	2679	2811
488	2685	2805
489	2690	2800
490	2695	2794
491	2701	2789
492	2706	2783
493	2712	2778
494	2717	2772
495	2723	2767
496	2729	2762
497	2734	2756
498	2740	2751
499	2745	2745
500	2751	2740
501	2757	2735
502	2762	2729
503	2767	2724
504	2773	2718
505	2779	2713
506	2784	2707
507	2790	2702
508	2795	2697
509	2801	2691
510	2806	2685
511	2811	2680
512	2817	2674
513	2824	2670
514	2831	2666
515	2836	2660
516	2841	2655
517	2847	2649
518	2852	2643
519	2857	2638
520	2863	2632
521	2868	2626
522	2874	2621
523	2879	2615
524	2884	2609
525	2889	2604
526	2894	2598
527	2900	2592
528	2905	2586
529	2910	2580
530	2915	2574
531	2920	2569
532	2925	2563
533	2931	2558
534	2937	2553
535	2943	2548
536	2948	2542
537	2953	2536
538	2959	2530
539	2963	2524
540	2968	2518
541	2974	2513
542	2980	2508
543	2985	2502
544	2991	2497
545	2996	2491
546	3001	2485
547	3007	2480
548	3012	2474
549	3018	2469
550	3023	2463
551	3028	2458
552	3034	2452
553	3039	2446
554	3044	2441
555	3050	2435
556	3055	2430
557	3061	2424
558	3066	2418
559	3071	2413
560	3076	2407
561	3082	2402
562	3087	2396
563	3093	2391
564	3098	2385
565	3104	2380
566	3110	2375
567	3115	2369
568	3121	2364
569	3127	2359
570	3133	2354
571	3139	2348
572	3144	2343
573	3149	2337
574	3155	2332
575	3160	2326
576	3166	2321
577	3171	2315
578	3176	2310
579	3182	2304
580	3187	2298
581	3192	2292
582	3198	2288
583	3205	2283
584	3210	2277
585	3216	2272
586	3221	2266
587	3226	2260
588	3232	2255
589	3237	2249
590	3242	2243
591	3247	2238
592	3253	2233
593	3258	2227
594	3264	2222
595	3269	2216
596	3275	2210
597	3280	2205
598	3286	2199
599	3291	2194
600	3296	2188
601	3301	2182
602	3307	2177
603	3313	2172
604	3318	2166
605	3323	2160
606	3328	2155
607	3334	2149
608	3339	2143
609	3344	2138
610	3349	2132
611	3354	2126
612	3360	2121
613	3365	2115
614	3370	2110
615	3375	2104
616	3381	2099
617	3387	2093
618	3392	2088
619	3398	2082
620	3403	2077
621	3409	2071
622	3415	2066
623	3421	2061
624	3426	2055
625	3432	2050
626	3437	2044
627	3443	2039
628	3448	2033
629	3453	2028
630	3459	2022
631	3464	2017
632	3470	2011
633	3475	2006
634	3480	2000
635	3485	1995
636	3491	1989
637	3496	1983
638	3501	1978
639	3506	1972
640	3512	1967
641	3517	1961
642	3522	1955
643	3527	1950
644	3532	1944
645	3538	1939
646	3544	1933
647	3549	1928
648	3555	1922
649	3560	1917
650	3565	1911
651	3570	1905
652	3576	1900
653	3581	1894
654	3586	1889
655	3592	1883
656	3598	1878
657	3603	1873
658	3609	1867
659	3614	1862
660	3620	1856
661	3625	1851
662	3630	1845
663	3636	1840
664	3641	1834
665	3647	1829
666	3652	1823
667	3657	1817
668	3662	1812
669	3668	1806
670	3673	1801
671	3679	1795
672	3685	1790
673	3690	1784
674	3695	1779
675	3700	1773
676	3705	1768
677	3711	1762
678	3716	1757
679	3721	1751
680	3727	1746
681	3732	1740
682	3738	1735
683	3743	1729
684	3749	1724
685	3754	1718
686	3760	1713
687	3765	1707
688	3770	1702
689	3776	1696
690	3781	1690
691	3787	1685
692	3792	1679
693	3797	1674
694	3802	1668
695	3808	1663
696	3813	1657
697	3819	1652
698	3824	1646
699	3830	1641
700	3835	1635
701	3840	1630
702	3845	1624
703	3851	1619
704	3856	1613
705	3861	1608
706	3867	1602
707	3872	1597
708	3878	1591
709	3883	1586
710	3888	1580
711	3894	1575
712	3899	1569
713	3904	1564
714	3909	1558
715	3914	1552
716	3920	1547
717	3925	1541
718	3931	1536
719	3936	1530
720	3941	1525
721	3946	1519
722	3952	1514
723	3957	1508
724	3962	1503
725	3968	1497
726	3973	1492
727	3979	1486
728	3984	1481
729	3990	1475
730	3995	1470
731	4000	1464
732	4006	1459
733	4011	1453
734	4016	1448
735	4022	1442
736	4027	1437
737	4033	1431
738	4038	1426
739	4043	1420
740	4049	1415
741	4054	1409
742	4060	1404
743	4065	1398
744	4074	1394
745	4082	1390
746	4090	1385
747	4099	1380
748	4104	1375
749	4110	1370
750	4116	1364
751	4121	1359
752	4127	1353
753	4132	1348
754	4138	1342
755	4143	1337
756	4149	1331
757	4154	1326
758	4159	1320
759	4165	1315
760	4172	1310
761	4178	1305
762	4183	1299
763	4189	1294
764	4195	1288
765	4201	1283
766	4208	1278
767	4213	1272
768	4220	1267
769	4226	1262
770	4231	1256
771	4236	1251
772	4242	1245
773	4248	1240
774	4253	1234
775	4259	1229
776	4264	1223
777	4269	1218
778	4275	1212
779	4280	1207
780	4285	1201
781	4291	1196
782	4296	1190
783	4301	1185
784	4306	1179
785	4312	1174
786	4317	1168
787	4323	1163
788	4328	1157
789	4333	1151
790	4338	1146
791	4343	1140
792	4349	1135
793	4354	1129
794	4360	1124
795	4366	1118
796	4371	1113
797	4376	1107
798	4382	1102
799	4387	1096
800	4392	1091
801	4397	1085
802	4402	1080
803	4408	1074
804	4413	1069
805	4418	1063
806	4423	1058
807	4429	1052
808	4435	1047
809	4440	1041
810	4445	1036
811	4451	1030
812	4456	1025
813	4462	1019
814	4467	1014
815	4473	1008
816	4478	1003
817	4483	997
818	4489	992
819	4495	986
820	4500	981
821	4506	975
822	4511	970
823	4516	964
824	4522	959
825	4528	953
826	4534	948
827	4542	943
828	4548	938
829	4554	932
830	4560	927
831	4566	922
832	4571	916
833	4577	911
834	4583	905
835	4588	900
836	4594	894
837	4599	889
838	4605	883
839	4610	878
840	4615	872
841	4620	867
842	4626	861
843	4631	856
844	4636	850
845	4641	844
846	4646	839
847	4652	833
848	4657	828
849	4662	822
850	4668	817
851	4675	812
852	4681	806
853	4686	801
854	4691	795
855	4697	790
856	4703	784
857	4708	779
858	4714	773
859	4719	768
860	4724	762
861	4730	757
862	4735	751
863	4741	746
864	4746	740
865	4751	735
866	4756	729
867	4762	724
868	4767	718
869	4772	713
870	4777	707
871	4782	702
872	4788	696
873	4793	691
874	4799	685
875	4804	680
876	4809	674
877	4814	668
878	4819	663
879	4825	657
880	4830	652
881	4836	647
882	4842	641
883	4847	636
884	4852	630
885	4858	625
886	4864	619
887	4869	614
888	4875	608
889	4880	603
890	4886	597
891	4891	592
892	4897	586
893	4903	581
894	4908	575
895	4913	570
896	4919	564
897	4924	559
898	4930	553
899	4935	548
900	4940	542
901	4945	537
902	4951	531
903	4956	526
904	4961	520
905	4967	515
906	4973	509
907	4979	504
908	4985	499
909	4990	493
910	4995	488
911	5000	482
912	5006	477
913	5012	471
914	5017	466
915	5023	460
916	5028	455
917	5033	449
918	5038	444
919	5044	438
920	5049	433
921	5054	427
922	5059	422
923	5064	416
924	5069	411
925	5075	405
926	5081	400
927	5086	394
928	5091	389
929	5096	383
930	5101	378
931	5106	372
932	5112	367
933	5117	361
934	5122	356
935	5127	350
936	5132	345
937	5137	339
938	5143	334
939	5148	328
940	5153	323
941	5159	317
942	5165	312
943	5170	306
944	5176	301
945	5181	295
946	5186	290
947	5191	284
948	5196	279
949	5202	273
950	5208	268
951	5213	262
952	5218	257
953	5223	251
954	5228	246
955	5234	240
956	5239	235
957	5244	229
958	5249	224
959	5254	218
960	5259	213
961	5264	207
962	5270	202
963	5275	196
964	5280	191
965	5286	186
966	5291	180
967	5297	175
968	5302	169
969	5307	164
970	5313	158
971	5318	153
972	5323	147
973	5328	142
974	5334	136
975	5339	131
976	5344	125
977	5349	120
978	5354	114
979	5360	109
980	5365	103
981	5370	98
982	5376	92
983	5381	87
984	5386	82
985	5391	76
986	5396	71
987	5402	65
988	5407	60
989	5413	54
990	5418	49
991	5423	43
992	5429	38
993	5434	32
994	5440	27
995	5445	21
996	5451	16
997	5457	10
998	5462	5
999	5467	0
