iter	RMSE
163	0.2665913503
164	0.2665698753
165	0.2663810813
166	0.2663443545
167	0.266270509
168	0.2662219845
169	0.2661738762
170	0.2660771881
171	0.2660330854
172	0.2659331697
173	0.2658795731
174	0.2658492241
175	0.2657242564
176	0.2656843037
177	0.2656272234
178	0.2655783229
179	0.2655386088
180	0.2654814459
181	0.2654486976
182	0.2653714692
183	0.2653538491
184	0.2652782567
185	0.2652434214
186	0.2651753129
187	0.26515426
188	0.2651289777
189	0.2650439561
190	0.2649800424
191	0.2649424411
192	0.2649128558
193	0.2648553729
194	0.2648195397
195	0.2646103446
196	0.2645600554
197	0.2645058484
198	0.2644783714
199	0.2643749524
200	0.2643430586
201	0.2643108114
202	0.2642851315
203	0.2642425987
204	0.2642173029
205	0.2641334569
206	0.2641023214
207	0.2640720331
208	0.2640186815
209	0.2639881587
210	0.2638980381
211	0.2638781395
212	0.2638375885
213	0.2637549376
214	0.2637064331
215	0.2636804237
216	0.2636396413
217	0.2636265288
218	0.2636048418
219	0.2635612451
220	0.2634986331
221	0.2634086968
222	0.263396116
223	0.2633718856
224	0.2633387261
225	0.2633136024
226	0.2632796207
227	0.2632184852
228	0.2631637051
229	0.2631200231
230	0.2630760686
231	0.263049384
232	0.2629740199
233	0.2629378479
234	0.2628970139
235	0.2628539096
236	0.2628219664
237	0.2627932982
238	0.2627508935
239	0.2627159004
240	0.2626915279
241	0.2626464608
242	0.2625911138
243	0.2625730314
244	0.2625347609
245	0.2625117526
246	0.2624639181
247	0.2624449411
248	0.2624271285
249	0.2623468769
250	0.2623077547
251	0.2622538965
252	0.262233595
253	0.2621892921
254	0.262147567
255	0.2621268961
256	0.2620907749
257	0.2620236591
258	0.2620021239
259	0.2619755326
260	0.2619224633
261	0.2618872724
262	0.2618683826
263	0.2617849727
264	0.2617551295
265	0.2617275529
266	0.2617107452
267	0.261683876
268	0.2615700497
269	0.2615203057
270	0.2614926269
271	0.2614641163
272	0.261410133
273	0.2613919742
274	0.2613606391
275	0.2613231036
276	0.2612594484
277	0.2612191599
278	0.2611438518
279	0.2611186236
280	0.2611014606
281	0.2610867563
282	0.2610715195
283	0.2610585865
284	0.2610091595
285	0.2609760402
286	0.2609547482
287	0.2609116908
288	0.2608912879
289	0.2608797474
290	0.2608664559
291	0.2608349719
292	0.2608151008
293	0.2607935818
294	0.2607802421
295	0.2607673716
296	0.2607012445
297	0.2606870595
298	0.2606415873
299	0.26062262
300	0.2606057852
301	0.2604500285
302	0.2603840117
303	0.2603670031
304	0.2603386259
305	0.2603188777
306	0.2602934244
307	0.2602641935
308	0.2602480273
309	0.2602092782
310	0.2600302577
311	0.26000161
312	0.2599820663
313	0.2599633709
314	0.2599370224
315	0.2599155902
316	0.2598887843
317	0.2598798188
318	0.2598481428
319	0.2598325648
320	0.2598160998
321	0.2597926545
322	0.2597763593
323	0.259735094
324	0.2597256796
325	0.2597130675
326	0.2596487515
327	0.2596308291
328	0.2595779003
329	0.2595561327
330	0.2594156044
331	0.2593975024
332	0.2593488477
333	0.2593257144
334	0.2592848312
335	0.259270405
336	0.2592534075
337	0.2592128716
338	0.2591332371
339	0.2591148997
340	0.259092507
341	0.2590785393
342	0.2590657165
343	0.2590212185
344	0.2590060169
345	0.2589089826
346	0.2588873907
347	0.2588739612
348	0.2588578468
349	0.25881408
350	0.2587739429
351	0.2587566656
352	0.2587372773
353	0.2586998324
354	0.2586458462
355	0.2586290022
356	0.2586090843
357	0.2585907191
358	0.258579251
359	0.2585652922
360	0.258523335
361	0.2584911182
362	0.2584767295
363	0.2584439318
364	0.2584144187
365	0.2584034454
366	0.2583955849
367	0.2583848139
368	0.2583410348
369	0.2583255532
370	0.2583122256
371	0.2582905924
372	0.2582674312
373	0.2582214513
374	0.2582126323
375	0.2581347685
376	0.2581188156
377	0.2580890267
378	0.2580716637
379	0.2580614925
380	0.2580477063
381	0.2580368916
382	0.258001026
383	0.257974361
384	0.2579523705
385	0.257929592
386	0.2578959662
387	0.2578768477
388	0.2578606537
389	0.2578451187
390	0.2578286638
391	0.2577994433
392	0.2577653384
393	0.257751039
394	0.2577383255
395	0.2577161934
396	0.2577057723
397	0.2576887979
398	0.2576503427
399	0.2576314743
400	0.2576075521
401	0.2575861153
402	0.2575777298
403	0.257568109
404	0.2575066182
405	0.2574929519
406	0.2574787582
407	0.2574697157
408	0.2574439978
409	0.2574354616
410	0.2574093505
411	0.2573976931
412	0.2573643339
413	0.2573543212
414	0.2573457803
415	0.2573354131
416	0.2573157816
417	0.2573002466
418	0.2572726896
419	0.2572624131
420	0.257233677
421	0.2572044726
422	0.2571964701
423	0.2571554431
424	0.2571320948
425	0.2571170729
426	0.2570892389
427	0.257065616
428	0.2570528049
429	0.257043997
430	0.2570257386
431	0.2570172386
432	0.2570073126
433	0.2569698153
434	0.2569622386
435	0.2569483396
436	0.2569293502
437	0.2569052025
438	0.2568939289
439	0.2568822169
440	0.2568208352
441	0.2568092093
442	0.2567999993
443	0.2567952428
444	0.2567815624
445	0.2567600746
446	0.2566955425
447	0.2566813046
448	0.2566672352
449	0.2566576286
450	0.2566458955
451	0.2566199954
452	0.2566109937
453	0.2565893737
454	0.256571788
455	0.2565643929
456	0.2565186527
457	0.2565091495
458	0.256498614
459	0.256485058
460	0.2564745474
461	0.2564544619
462	0.2564055374
463	0.2563888259
464	0.2563782373
465	0.2563631307
466	0.2563524858
467	0.2563379274
468	0.2563291263
469	0.2563177042
470	0.256298019
471	0.2562925078
472	0.2562814914
473	0.2562642083
474	0.2562522797
475	0.2562444691
476	0.2562154387
477	0.2562070854
478	0.2561949592
479	0.2561857304
480	0.2561761711
481	0.2561484237
482	0.2561200293
483	0.2561102983
484	0.2560843002
485	0.2560617002
486	0.2560146513
487	0.2559930928
488	0.2559782046
489	0.2559602288
490	0.2559477129
491	0.2559350767
492	0.2559259796
493	0.2559108111
494	0.2559027671
495	0.2558969299
496	0.2558879701
497	0.2558665984
498	0.2558425644
499	0.2558307584
500	0.2558230171
501	0.2558150194
502	0.2558005464
503	0.2557812132
504	0.2557650286
505	0.255758176
506	0.255741301
507	0.2557309768
508	0.2557239856
509	0.2557086478
510	0.2556954512
511	0.2556856986
512	0.2556780871
513	0.2556350764
514	0.2556257807
515	0.2556147814
516	0.2556048535
517	0.2555949562
518	0.2555784044
519	0.2555469523
520	0.2555309742
521	0.2555171948
522	0.2554955529
523	0.2554890705
524	0.2554641232
525	0.2554566654
526	0.2554407259
527	0.2554216306
528	0.2554165016
529	0.2554064103
530	0.2553970982
531	0.2553775712
532	0.2553561548
533	0.2553372342
534	0.2553235781
535	0.2553073979
536	0.2552864706
537	0.2552769642
538	0.2552660693
539	0.2552601952
540	0.2552541603
541	0.2552460808
542	0.2552043274
543	0.2551860762
544	0.2551789649
545	0.2551650043
546	0.2551577506
547	0.2551485187
548	0.2551419608
549	0.2551362796
550	0.2551268109
551	0.2551188944
552	0.2551053977
553	0.2550886411
554	0.2550824787
555	0.255052449
556	0.2550411521
557	0.2550283133
558	0.2550134486
559	0.2550062741
560	0.2549909419
561	0.2549812753
562	0.2549696722
563	0.2549247612
564	0.2549124066
565	0.2549042823
566	0.2548900882
567	0.2548706515
568	0.2548633481
569	0.2548287042
570	0.2548228205
571	0.2548138078
572	0.2548073908
573	0.2548028213
574	0.2547833523
575	0.2547753408
576	0.2547658283
577	0.2547361165
578	0.2547271106
579	0.2547167539
580	0.2547022218
581	0.2546894852
582	0.2546768465
583	0.2546682253
584	0.2546615574
585	0.2546360711
586	0.2546269115
587	0.2546116703
588	0.2546044696
589	0.2545986781
590	0.2545944604
591	0.2545862425
592	0.2545751586
593	0.2545616019
594	0.2545322653
595	0.2545214086
596	0.2545065783
597	0.254500339
598	0.2544927755
599	0.2544850344
600	0.2544748096
601	0.254468915
602	0.2544570172
603	0.254445776
604	0.2544138238
605	0.2544007997
606	0.2543891354
607	0.2543790737
608	0.2543703238
609	0.254360544
610	0.2543526407
611	0.2543463294
612	0.2543396487
613	0.2543189577
614	0.2543032006
615	0.2542966093
616	0.2542885895
617	0.2542806569
618	0.2542614123
619	0.2542358352
620	0.2542321356
621	0.2542086238
622	0.2541954922
623	0.2541849015
624	0.2541788138
625	0.2541703977
626	0.2541439194
627	0.254115968
628	0.2541088733
629	0.2540987099
630	0.2540899734
631	0.254082814
632	0.2540755216
633	0.2540664069
634	0.2540535451
635	0.2540482004
636	0.254036205
637	0.2540189018
638	0.2539967823
639	0.2539892555
640	0.2539632335
641	0.253956817
642	0.2539497135
643	0.2539408047
644	0.2539308842
645	0.2539244431
646	0.2539166036
647	0.2539064406
648	0.2538911419
649	0.2538669969
650	0.2538610522
651	0.25384809
652	0.2538382136
653	0.2538221565
654	0.2538143346
655	0.2538069768
656	0.2537964735
657	0.2537889884
658	0.2537821522
659	0.2537705011
660	0.2537604454
661	0.2537472946
662	0.2537369769
663	0.2537338927
664	0.2537049279
665	0.2537012408
666	0.2536937614
667	0.2536750956
668	0.2536656122
669	0.2536528149
670	0.2536469352
671	0.2536320115
672	0.2536255778
673	0.2536174433
674	0.2536046767
675	0.2535995676
676	0.2535871408
677	0.2535785946
678	0.2535586555
679	0.2535470588
680	0.2535283883
681	0.253523087
682	0.2535116421
683	0.2535040963
684	0.2534859306
685	0.2534766632
686	0.2534710387
687	0.2534638867
688	0.2534516603
689	0.2534468426
690	0.253433933
691	0.2534152466
692	0.2534096114
693	0.2534046033
694	0.2533965784
695	0.2533792795
696	0.2533724831
697	0.2533654525
698	0.2533591883
699	0.253345573
700	0.2533363364
701	0.2533225786
702	0.2533140008
703	0.2533078588
704	0.2532972308
705	0.2532898044
706	0.2532801807
707	0.2532753537
708	0.2532655961
709	0.2532561509
710	0.253245937
711	0.2532290486
712	0.2532213659
713	0.2532127485
714	0.2532048497
715	0.2531925583
716	0.2531857419
717	0.253177154
718	0.2531723174
719	0.2531610491
720	0.2531507699
721	0.2531401362
722	0.2531299027
723	0.2531256764
724	0.2531210411
725	0.2531134843
726	0.2531051831
727	0.2530973907
728	0.2530877081
729	0.2530801691
730	0.2530638504
731	0.2530482737
732	0.253030011
733	0.2530237033
734	0.2530189858
735	0.2530118766
736	0.2530066084
737	0.2529965516
738	0.2529771455
739	0.2529698379
740	0.2529577991
741	0.2529539146
742	0.2529485759
743	0.2529416718
744	0.2529226025
745	0.2529176089
746	0.2529112844
747	0.2528997404
748	0.2528821897
749	0.2528755092
750	0.2528622504
751	0.2528565207
752	0.2528518622
753	0.2528401054
754	0.2528322056
755	0.2528147529
756	0.2528105886
757	0.2527983659
758	0.2527893915
759	0.2527819921
760	0.2527710538
761	0.2527598046
762	0.2527523224
763	0.2527398303
764	0.2527313801
765	0.2527148335
766	0.2527080409
767	0.2527012114
768	0.2526931821
769	0.2526878652
770	0.2526823005
771	0.2526619569
772	0.252657007
773	0.2526513483
774	0.2526471657
775	0.2526414807
776	0.2526345179
777	0.252616411
778	0.2526108134
779	0.2526055703
780	0.2526011203
781	0.2525914262
782	0.2525844042
783	0.2525795037
784	0.2525657931
785	0.2525569357
786	0.2525529885
787	0.2525457325
788	0.2525408363
789	0.2525308367
790	0.2525212974
791	0.2525127931
792	0.2525070966
793	0.2524936543
794	0.2524828735
795	0.2524761081
796	0.2524396448
797	0.25242358
798	0.2524155595
799	0.2524078573
800	0.2524009067
801	0.252388055
802	0.2523680565
803	0.2523608793
804	0.2523461126
805	0.2523350228
806	0.2523319312
807	0.2523283412
808	0.2523245261
809	0.2523173898
810	0.2523026724
811	0.2522926451
812	0.2522860177
813	0.2522777474
814	0.2522715016
815	0.2522659288
816	0.2522542436
817	0.2522445638
818	0.2522231266
819	0.2521981894
820	0.2521947076
821	0.2521849955
822	0.2521775821
823	0.2521683926
824	0.2521636468
825	0.2521536804
826	0.2521493997
827	0.2521431278
828	0.2521380248
829	0.2521327137
830	0.2520975682
831	0.2520927768
832	0.2520844004
833	0.2520719682
834	0.2520474966
835	0.2520405624
836	0.2520275554
837	0.252020997
838	0.2520168387
839	0.2520131151
840	0.252004489
841	0.2519996242
842	0.2519925962
843	0.2519861047
844	0.2519752535
845	0.2519644656
846	0.2519504933
847	0.2519446467
848	0.2519404544
849	0.2519266695
850	0.2519072378
851	0.2519024547
852	0.2518970404
853	0.2518910727
854	0.2518845768
855	0.2518791204
856	0.2518678984
857	0.2518638435
858	0.2518569715
859	0.251852732
860	0.2518358447
861	0.2518297237
862	0.2518231041
863	0.2518181693
864	0.2518129702
865	0.2518078745
866	0.251801201
867	0.251778318
868	0.2517724639
869	0.2517667896
870	0.2517624138
871	0.2517424013
872	0.2517367783
873	0.2517323344
874	0.2517221164
875	0.2517181809
876	0.251704895
877	0.2516992378
878	0.2516851834
879	0.2516817713
880	0.2516706133
881	0.2516651383
882	0.2516523387
883	0.2516447803
884	0.2516258606
885	0.251621086
886	0.2516154488
887	0.2516114235
888	0.2516077938
889	0.2515901766
890	0.2515863124
891	0.2515812556
892	0.2515711237
893	0.2515622028
894	0.2515568206
895	0.2515532816
896	0.2515372444
897	0.2515299354
898	0.2515253169
899	0.2515204718
900	0.2515167651
901	0.2515120465
902	0.2515000071
903	0.251495841
904	0.2514935266
905	0.2514792572
906	0.2514703421
907	0.2514662005
908	0.2514597164
909	0.2514485913
910	0.2514366943
911	0.251427498
912	0.2514240541
913	0.2514049846
914	0.25140056
915	0.2513846966
916	0.251376794
917	0.2513733118
918	0.2513565093
919	0.2513524752
920	0.2513453141
921	0.2513321371
922	0.2513204575
923	0.2513164332
924	0.2513077364
925	0.2512935476
926	0.2512900265
927	0.2512858865
928	0.251275318
929	0.2512628808
930	0.2512508508
931	0.2512409439
932	0.2512308138
933	0.2512274986
934	0.2512237978
935	0.2512198741
936	0.2512145233
937	0.2512079423
938	0.2512022129
939	0.2511903312
940	0.2511860867
941	0.2511787774
942	0.2511749595
943	0.251171211
944	0.2511579436
945	0.2511491655
946	0.251143909
947	0.2511388125
948	0.2511349947
949	0.2511316346
950	0.2511240308
951	0.2511204747
952	0.2511180392
953	0.2511069291
954	0.2511036394
955	0.2510985374
956	0.2510927463
957	0.251087497
958	0.2510827376
959	0.251070441
960	0.25106421
961	0.2510572988
962	0.2510492881
963	0.2510424481
964	0.2510356024
965	0.2510237569
966	0.2510202633
967	0.2510079919
968	0.2510054645
969	0.2510006031
970	0.2509967715
971	0.2509862498
972	0.2509795784
973	0.2509741903
974	0.2509627634
975	0.2509564971
976	0.2509524342
977	0.2509441437
978	0.2509389109
979	0.250934313
980	0.2509305645
981	0.2509240948
982	0.2509212646
983	0.2509143675
984	0.2509085778
985	0.2508954928
986	0.2508809726
987	0.2508713605
988	0.2508677895
989	0.2508614534
990	0.2508575322
991	0.2508523598
992	0.2508414844
993	0.2508293511
994	0.250813864
995	0.250810751
996	0.2508001965
997	0.250790899
998	0.2507877396
999	0.2507845343
