iter	Passed	Remaining
414	3165	4461
415	3173	4455
416	3181	4448
417	3189	4440
418	3197	4433
419	3205	4426
420	3212	4418
421	3220	4411
422	3228	4404
423	3236	4396
424	3244	4389
425	3252	4383
426	3261	4376
427	3269	4370
428	3277	4362
429	3286	4355
430	3294	4348
431	3301	4341
432	3309	4333
433	3317	4325
434	3324	4318
435	3332	4310
436	3340	4304
437	3348	4296
438	3355	4287
439	3362	4280
440	3370	4272
441	3377	4264
442	3385	4256
443	3393	4249
444	3401	4242
445	3409	4234
446	3417	4227
447	3424	4219
448	3431	4211
449	3439	4203
450	3446	4195
451	3454	4187
452	3461	4179
453	3470	4173
454	3478	4166
455	3486	4159
456	3493	4151
457	3501	4144
458	3509	4136
459	3517	4128
460	3525	4121
461	3532	4114
462	3540	4106
463	3549	4099
464	3556	4091
465	3564	4085
466	3572	4076
467	3579	4068
468	3585	4060
469	3593	4052
470	3601	4044
471	3609	4038
472	3616	4029
473	3624	4021
474	3632	4014
475	3640	4007
476	3648	4000
477	3656	3993
478	3664	3986
479	3672	3978
480	3679	3970
481	3687	3962
482	3694	3954
483	3702	3946
484	3709	3938
485	3717	3931
486	3724	3923
487	3733	3916
488	3741	3909
489	3748	3901
490	3755	3893
491	3763	3885
492	3770	3877
493	3778	3869
494	3785	3861
495	3793	3854
496	3800	3846
497	3808	3838
498	3816	3831
499	3823	3823
500	3833	3817
501	3840	3810
502	3849	3803
503	3858	3796
504	3866	3789
505	3874	3782
506	3883	3776
507	3891	3769
508	3899	3762
509	3907	3754
510	3915	3747
511	3924	3740
512	3932	3733
513	3940	3726
514	3948	3718
515	3957	3711
516	3965	3704
517	3974	3697
518	3981	3690
519	3989	3682
520	3998	3675
521	4005	3668
522	4013	3660
523	4020	3651
524	4027	3643
525	4035	3636
526	4042	3628
527	4050	3620
528	4058	3613
529	4066	3605
530	4073	3598
531	4081	3590
532	4088	3582
533	4096	3574
534	4104	3567
535	4111	3559
536	4119	3551
537	4126	3543
538	4134	3535
539	4141	3528
540	4149	3520
541	4157	3512
542	4164	3504
543	4172	3497
544	4179	3489
545	4188	3482
546	4196	3475
547	4205	3468
548	4213	3461
549	4220	3453
550	4228	3445
551	4235	3437
552	4243	3429
553	4250	3421
554	4257	3413
555	4266	3407
556	4274	3399
557	4282	3391
558	4289	3384
559	4297	3376
560	4304	3368
561	4311	3360
562	4318	3352
563	4326	3344
564	4333	3336
565	4341	3329
566	4349	3321
567	4357	3313
568	4364	3305
569	4371	3297
570	4378	3289
571	4386	3282
572	4393	3273
573	4399	3265
574	4407	3257
575	4415	3250
576	4422	3242
577	4429	3234
578	4437	3226
579	4445	3219
580	4453	3211
581	4462	3204
582	4470	3197
583	4478	3189
584	4486	3182
585	4494	3175
586	4501	3167
587	4509	3159
588	4515	3151
589	4523	3143
590	4530	3135
591	4538	3127
592	4546	3120
593	4553	3112
594	4561	3104
595	4568	3096
596	4575	3088
597	4583	3081
598	4591	3073
599	4598	3065
600	4605	3057
601	4612	3049
602	4620	3041
603	4627	3033
604	4635	3026
605	4642	3018
606	4650	3010
607	4657	3003
608	4665	2995
609	4674	2988
610	4682	2981
611	4689	2973
612	4697	2965
613	4704	2957
614	4711	2949
615	4718	2941
616	4726	2933
617	4734	2926
618	4741	2918
619	4749	2910
620	4757	2903
621	4764	2895
622	4771	2887
623	4779	2880
624	4787	2872
625	4794	2864
626	4803	2857
627	4810	2849
628	4817	2841
629	4825	2834
630	4832	2826
631	4840	2818
632	4848	2810
633	4856	2803
634	4864	2796
635	4871	2788
636	4880	2781
637	4888	2773
638	4896	2766
639	4904	2758
640	4912	2751
641	4919	2743
642	4927	2735
643	4934	2727
644	4942	2720
645	4949	2712
646	4956	2704
647	4964	2696
648	4971	2688
649	4979	2681
650	4986	2673
651	4994	2665
652	5001	2658
653	5010	2650
654	5017	2642
655	5025	2635
656	5033	2627
657	5040	2619
658	5047	2612
659	5055	2604
660	5062	2596
661	5071	2589
662	5079	2582
663	5087	2574
664	5095	2566
665	5103	2559
666	5111	2551
667	5119	2544
668	5126	2536
669	5133	2528
670	5140	2520
671	5148	2512
672	5156	2505
673	5163	2497
674	5171	2489
675	5178	2482
676	5186	2474
677	5193	2466
678	5201	2459
679	5209	2451
680	5217	2443
681	5225	2436
682	5232	2428
683	5239	2420
684	5246	2412
685	5255	2405
686	5262	2397
687	5271	2390
688	5278	2382
689	5287	2375
690	5295	2368
691	5303	2360
692	5311	2353
693	5319	2345
694	5328	2338
695	5336	2330
696	5355	2328
697	5370	2323
698	5385	2318
699	5393	2311
700	5401	2304
701	5411	2297
702	5422	2291
703	5433	2284
704	5441	2276
705	5449	2269
706	5457	2261
707	5466	2254
708	5474	2246
709	5482	2239
710	5490	2231
711	5499	2224
712	5507	2217
713	5515	2209
714	5524	2202
715	5532	2194
716	5539	2186
717	5548	2179
718	5555	2171
719	5562	2163
720	5570	2155
721	5577	2147
722	5585	2139
723	5594	2132
724	5604	2125
725	5615	2119
726	5628	2113
727	5641	2107
728	5650	2100
729	5660	2093
730	5668	2085
731	5677	2078
732	5686	2071
733	5693	2063
734	5702	2056
735	5711	2048
736	5719	2041
737	5727	2033
738	5735	2025
739	5743	2018
740	5751	2010
741	5761	2003
742	5769	1995
743	5778	1988
744	5786	1980
745	5795	1973
746	5803	1965
747	5811	1957
748	5818	1949
749	5826	1942
750	5834	1934
751	5843	1927
752	5850	1919
753	5859	1911
754	5867	1903
755	5875	1896
756	5883	1888
757	5891	1880
758	5899	1873
759	5908	1865
760	5915	1857
761	5924	1850
762	5932	1842
763	5940	1834
764	5947	1827
765	5955	1819
766	5963	1811
767	5971	1803
768	5979	1796
769	5986	1788
770	5994	1780
771	6002	1772
772	6010	1764
773	6018	1757
774	6027	1749
775	6035	1742
776	6042	1734
777	6051	1726
778	6058	1718
779	6067	1711
780	6075	1703
781	6083	1695
782	6091	1688
783	6099	1680
784	6106	1672
785	6115	1665
786	6123	1657
787	6131	1649
788	6139	1641
789	6147	1634
790	6155	1626
791	6163	1618
792	6171	1610
793	6179	1603
794	6186	1595
795	6194	1587
796	6201	1579
797	6209	1571
798	6216	1563
799	6224	1556
800	6232	1548
801	6239	1540
802	6247	1532
803	6255	1525
804	6263	1517
805	6271	1509
806	6279	1501
807	6287	1494
808	6295	1486
809	6303	1478
810	6311	1470
811	6320	1463
812	6328	1455
813	6335	1447
814	6343	1440
815	6352	1432
816	6359	1424
817	6367	1416
818	6375	1408
819	6382	1401
820	6390	1393
821	6398	1385
822	6405	1377
823	6413	1369
824	6421	1362
825	6428	1354
826	6435	1346
827	6443	1338
828	6450	1330
829	6458	1322
830	6465	1314
831	6473	1307
832	6481	1299
833	6489	1291
834	6496	1283
835	6503	1275
836	6511	1268
837	6519	1260
838	6528	1252
839	6536	1244
840	6544	1237
841	6552	1229
842	6561	1221
843	6568	1214
844	6577	1206
845	6585	1198
846	6593	1191
847	6601	1183
848	6610	1175
849	6619	1168
850	6627	1160
851	6635	1152
852	6642	1144
853	6649	1136
854	6656	1128
855	6664	1121
856	6671	1113
857	6677	1105
858	6685	1097
859	6693	1089
860	6701	1081
861	6708	1073
862	6715	1066
863	6722	1058
864	6730	1050
865	6737	1042
866	6745	1034
867	6753	1027
868	6761	1019
869	6768	1011
870	6776	1003
871	6784	995
872	6792	988
873	6799	980
874	6806	972
875	6814	964
876	6823	956
877	6830	949
878	6837	941
879	6845	933
880	6853	925
881	6860	917
882	6868	910
883	6876	902
884	6883	894
885	6890	886
886	6897	878
887	6904	870
888	6913	863
889	6920	855
890	6928	847
891	6936	839
892	6945	832
893	6953	824
894	6961	816
895	6969	808
896	6977	801
897	6985	793
898	6992	785
899	7000	777
900	7008	770
901	7016	762
902	7024	754
903	7032	746
904	7040	739
905	7048	731
906	7056	723
907	7064	715
908	7071	707
909	7079	700
910	7086	692
911	7093	684
912	7100	676
913	7108	668
914	7116	661
915	7125	653
916	7133	645
917	7142	637
918	7150	630
919	7158	622
920	7166	614
921	7174	606
922	7182	599
923	7189	591
924	7197	583
925	7205	575
926	7213	568
927	7221	560
928	7229	552
929	7236	544
930	7244	536
931	7251	529
932	7259	521
933	7267	513
934	7274	505
935	7282	497
936	7289	490
937	7297	482
938	7304	474
939	7312	466
940	7319	458
941	7327	451
942	7336	443
943	7345	435
944	7352	427
945	7360	420
946	7368	412
947	7376	404
948	7383	396
949	7392	389
950	7400	381
951	7408	373
952	7415	365
953	7422	357
954	7431	350
955	7438	342
956	7446	334
957	7453	326
958	7461	318
959	7469	311
960	7476	303
961	7483	295
962	7491	287
963	7498	280
964	7507	272
965	7514	264
966	7522	256
967	7529	248
968	7537	241
969	7545	233
970	7552	225
971	7561	217
972	7569	210
973	7577	202
974	7585	194
975	7592	186
976	7602	178
977	7609	171
978	7617	163
979	7624	155
980	7632	147
981	7639	140
982	7647	132
983	7656	124
984	7663	116
985	7671	108
986	7679	101
987	7687	93
988	7694	85
989	7702	77
990	7709	70
991	7717	62
992	7724	54
993	7732	46
994	7741	38
995	7749	31
996	7758	23
997	7765	15
998	7774	7
999	7782	0
