iter	RMSE
553	1.756776043
554	1.756616794
555	1.756512867
556	1.75646589
557	1.756301568
558	1.756137511
559	1.755963141
560	1.755824046
561	1.755583823
562	1.755559983
563	1.755406928
564	1.755319134
565	1.755248866
566	1.754998778
567	1.754947958
568	1.754714803
569	1.754550402
570	1.754441455
571	1.75433338
572	1.754297019
573	1.754287075
574	1.754082965
575	1.753926771
576	1.753801247
577	1.753629759
578	1.753559947
579	1.753348709
580	1.75317753
581	1.753139416
582	1.753044648
583	1.752926819
584	1.752824844
585	1.752635235
586	1.752501318
587	1.752332897
588	1.752203925
589	1.752163045
590	1.752035375
591	1.751946009
592	1.751684348
593	1.751474495
594	1.751248448
595	1.751070636
596	1.750996297
597	1.750914595
598	1.750754847
599	1.750602592
600	1.75050612
601	1.750494919
602	1.750298991
603	1.750137306
604	1.750023093
605	1.749905256
606	1.749685707
607	1.749496697
608	1.749327286
609	1.749147563
610	1.74906955
611	1.748909078
612	1.748742892
613	1.748674004
614	1.748508016
615	1.748368371
616	1.748146695
617	1.748081129
618	1.747756159
619	1.747598529
620	1.747392396
621	1.74725648
622	1.747124563
623	1.747049225
624	1.746984787
625	1.746913001
626	1.746802234
627	1.746721362
628	1.74664964
629	1.746565014
630	1.746369976
631	1.746217885
632	1.74619128
633	1.746061692
634	1.745871397
635	1.74585304
636	1.745678067
637	1.745539962
638	1.745389975
639	1.745283502
640	1.745153447
641	1.74509701
642	1.744979241
643	1.744851975
644	1.744697986
645	1.744551856
646	1.744357004
647	1.744261393
648	1.744122323
649	1.743966218
650	1.74395763
651	1.743724965
652	1.743616948
653	1.743454803
654	1.743333024
655	1.743170002
656	1.743067862
657	1.742887566
658	1.742742685
659	1.742657901
660	1.742456851
661	1.742363913
662	1.742304288
663	1.742227656
664	1.7421255
665	1.741984929
666	1.741757098
667	1.741664286
668	1.741554322
669	1.741545359
670	1.741417263
671	1.741245535
672	1.741117285
673	1.741012732
674	1.740904319
675	1.740836296
676	1.7406855
677	1.740486235
678	1.740307105
679	1.740136011
680	1.740084893
681	1.73996275
682	1.739887584
683	1.739804828
684	1.739703337
685	1.739601618
686	1.739473887
687	1.739386316
688	1.739238461
689	1.739149187
690	1.738946253
691	1.738821418
692	1.738643873
693	1.738512792
694	1.738422991
695	1.73827669
696	1.738152651
697	1.738082811
698	1.737882793
699	1.737763083
700	1.737603143
701	1.737447921
702	1.737363224
703	1.737206646
704	1.737064506
705	1.736943536
706	1.736885916
707	1.736763647
708	1.736611108
709	1.736411621
710	1.736220736
711	1.73609248
712	1.735982236
713	1.735942596
714	1.735861734
715	1.735744274
716	1.735599915
717	1.735483203
718	1.735415043
719	1.73526689
720	1.735144474
721	1.734984924
722	1.734800571
723	1.734681283
724	1.734557221
725	1.734443094
726	1.734283584
727	1.734190585
728	1.734003989
729	1.733909662
730	1.733777313
731	1.733655543
732	1.73358408
733	1.733406622
734	1.733320172
735	1.733162738
736	1.733068962
737	1.732997473
738	1.732927485
739	1.732813037
740	1.732630029
741	1.7324964
742	1.732298396
743	1.732084056
744	1.731948941
745	1.731805081
746	1.731729941
747	1.731565345
748	1.731477192
749	1.731378008
750	1.731184056
751	1.731148783
752	1.730990244
753	1.730839202
754	1.730774706
755	1.730632163
756	1.730533782
757	1.7303857
758	1.730238034
759	1.730070185
760	1.729937238
761	1.729869444
762	1.729760317
763	1.729657719
764	1.729606778
765	1.729386508
766	1.729219945
767	1.729077575
768	1.729023336
769	1.728991055
770	1.728808487
771	1.728679259
772	1.728664441
773	1.728401176
774	1.728250113
775	1.728212578
776	1.728086662
777	1.727973751
778	1.727928059
779	1.727792652
780	1.727656514
781	1.727508277
782	1.727315831
783	1.727072164
784	1.726938309
785	1.726753876
786	1.726589889
787	1.726526188
788	1.726340986
789	1.726225094
790	1.72614392
791	1.726130083
792	1.725938807
793	1.72580427
794	1.725570712
795	1.725516408
796	1.725385905
797	1.725301035
798	1.725211309
799	1.725132578
800	1.725000468
801	1.724873732
802	1.724773756
803	1.72464131
804	1.724486484
805	1.724374576
806	1.724249506
807	1.72413955
808	1.724045634
809	1.723880077
810	1.723825147
811	1.723669595
812	1.723587596
813	1.723571186
814	1.723464364
815	1.723282758
816	1.723155504
817	1.723023924
818	1.722877822
819	1.722793419
820	1.722664584
821	1.722581944
822	1.722463526
823	1.722381675
824	1.722207917
825	1.722060219
826	1.721918131
827	1.721873048
828	1.721773264
829	1.721609749
830	1.721473556
831	1.721309271
832	1.721243843
833	1.721104093
834	1.721032985
835	1.720876572
836	1.720783654
837	1.720582351
838	1.720403169
839	1.72031376
840	1.720123436
841	1.720022527
842	1.719870207
843	1.719772101
844	1.719652804
845	1.719598618
846	1.719504138
847	1.719286046
848	1.719171178
849	1.719002685
850	1.718931185
851	1.718812249
852	1.718769075
853	1.718657473
854	1.71849298
855	1.718384994
856	1.718288253
857	1.718274087
858	1.718222269
859	1.718059384
860	1.717856268
861	1.717761335
862	1.717680283
863	1.71760918
864	1.717526263
865	1.717431402
866	1.71730887
867	1.717230075
868	1.717054473
869	1.717034547
870	1.716895953
871	1.716738291
872	1.716600573
873	1.716481184
874	1.716361642
875	1.716240294
876	1.716080397
877	1.715919355
878	1.715731404
879	1.715620833
880	1.715462133
881	1.715322891
882	1.715203569
883	1.715064226
884	1.714937339
885	1.714781457
886	1.714693688
887	1.714598731
888	1.714495345
889	1.714396513
890	1.714235421
891	1.714121083
892	1.71400861
893	1.713975634
894	1.713857114
895	1.7138261
896	1.713635151
897	1.713527454
898	1.71348538
899	1.713347803
900	1.713205742
901	1.713043811
902	1.712934692
903	1.712770733
904	1.712670995
905	1.712570423
906	1.712423982
907	1.712339303
908	1.712181513
909	1.712075254
910	1.712062465
911	1.711929464
912	1.711850322
913	1.711764786
914	1.711610684
915	1.711487863
916	1.711338598
917	1.711221986
918	1.711080784
919	1.710926805
920	1.710760142
921	1.710606323
922	1.710556108
923	1.710448241
924	1.710345581
925	1.710212185
926	1.710050148
927	1.709949816
928	1.709865824
929	1.709711123
930	1.709628076
931	1.709459759
932	1.709305506
933	1.709199172
934	1.709143779
935	1.709077356
936	1.708922894
937	1.70883684
938	1.708692066
939	1.708536687
940	1.708406101
941	1.70822994
942	1.708172077
943	1.70800805
944	1.707906354
945	1.707675984
946	1.707548086
947	1.707476918
948	1.707445909
949	1.707163897
950	1.707059102
951	1.706972142
952	1.706941827
953	1.706795678
954	1.706663133
955	1.706538934
956	1.706439761
957	1.706284341
958	1.706107505
959	1.706030276
960	1.705845609
961	1.70573764
962	1.705603684
963	1.70546848
964	1.705389955
965	1.705300027
966	1.705149949
967	1.704998247
968	1.704927832
969	1.70485247
970	1.704846677
971	1.704726377
972	1.70469665
973	1.704584692
974	1.704530186
975	1.704427214
976	1.704246449
977	1.704183913
978	1.704059905
979	1.703962222
980	1.703895568
981	1.703710423
982	1.703650677
983	1.703486035
984	1.703412104
985	1.703352786
986	1.703232547
987	1.703086302
988	1.702996571
989	1.702874465
990	1.702670687
991	1.702589768
992	1.702438083
993	1.70238353
994	1.702288234
995	1.702141901
996	1.702005024
997	1.701897823
998	1.701736492
999	1.701618655
