iter	Passed	Remaining
268	4096	11133
269	4111	11115
270	4126	11099
271	4140	11082
272	4156	11067
273	4171	11051
274	4185	11035
275	4200	11018
276	4215	11001
277	4229	10984
278	4243	10967
279	4258	10951
280	4274	10937
281	4289	10921
282	4304	10905
283	4319	10891
284	4334	10874
285	4349	10858
286	4364	10842
287	4378	10825
288	4393	10808
289	4407	10790
290	4422	10774
291	4437	10758
292	4452	10742
293	4468	10729
294	4483	10715
295	4498	10698
296	4512	10681
297	4527	10665
298	4542	10650
299	4558	10635
300	4573	10620
301	4587	10602
302	4601	10585
303	4616	10569
304	4631	10554
305	4646	10537
306	4661	10522
307	4676	10507
308	4691	10491
309	4706	10476
310	4721	10460
311	4736	10444
312	4751	10428
313	4765	10411
314	4780	10394
315	4794	10377
316	4808	10360
317	4823	10345
318	4838	10329
319	4853	10313
320	4869	10300
321	4884	10285
322	4899	10268
323	4913	10251
324	4928	10235
325	4943	10220
326	4958	10205
327	4973	10189
328	4988	10174
329	5003	10158
330	5018	10142
331	5032	10126
332	5047	10110
333	5063	10096
334	5079	10083
335	5095	10069
336	5111	10055
337	5126	10041
338	5142	10026
339	5157	10011
340	5172	9996
341	5187	9980
342	5202	9965
343	5218	9950
344	5233	9936
345	5249	9922
346	5263	9905
347	5279	9891
348	5294	9876
349	5309	9860
350	5323	9843
351	5339	9828
352	5354	9813
353	5369	9797
354	5384	9783
355	5400	9769
356	5415	9753
357	5430	9737
358	5445	9722
359	5459	9706
360	5475	9692
361	5490	9676
362	5506	9662
363	5520	9646
364	5535	9630
365	5550	9615
366	5565	9599
367	5581	9584
368	5595	9568
369	5610	9553
370	5625	9537
371	5640	9521
372	5655	9505
373	5670	9490
374	5685	9475
375	5699	9459
376	5714	9443
377	5729	9427
378	5743	9410
379	5758	9395
380	5773	9380
381	5788	9364
382	5802	9347
383	5817	9332
384	5832	9317
385	5847	9301
386	5862	9286
387	5877	9270
388	5893	9256
389	5908	9241
390	5923	9225
391	5937	9209
392	5953	9194
393	5967	9178
394	5981	9162
395	5997	9147
396	6012	9133
397	6027	9117
398	6042	9101
399	6056	9085
400	6071	9069
401	6087	9054
402	6102	9040
403	6118	9025
404	6132	9009
405	6147	8994
406	6161	8977
407	6175	8960
408	6190	8944
409	6205	8929
410	6219	8913
411	6234	8898
412	6249	8882
413	6264	8866
414	6278	8851
415	6293	8834
416	6308	8820
417	6323	8805
418	6338	8789
419	6353	8774
420	6369	8759
421	6383	8743
422	6398	8728
423	6413	8712
424	6427	8696
425	6441	8679
426	6456	8664
427	6471	8648
428	6485	8632
429	6500	8616
430	6516	8602
431	6532	8588
432	6546	8572
433	6561	8557
434	6576	8542
435	6591	8526
436	6605	8510
437	6620	8495
438	6636	8480
439	6651	8465
440	6666	8450
441	6681	8434
442	6696	8420
443	6712	8405
444	6728	8391
445	6743	8375
446	6757	8360
447	6772	8344
448	6787	8328
449	6801	8313
450	6816	8297
451	6831	8281
452	6846	8266
453	6862	8253
454	6876	8237
455	6891	8221
456	6906	8206
457	6922	8191
458	6942	8183
459	6965	8177
460	6983	8164
461	6998	8149
462	7016	8138
463	7035	8127
464	7050	8112
465	7066	8097
466	7080	8081
467	7095	8066
468	7111	8051
469	7127	8037
470	7142	8022
471	7157	8006
472	7172	7991
473	7187	7976
474	7202	7960
475	7217	7945
476	7235	7933
477	7252	7920
478	7270	7907
479	7286	7893
480	7302	7879
481	7319	7865
482	7337	7854
483	7354	7840
484	7372	7828
485	7388	7814
486	7405	7800
487	7421	7786
488	7436	7771
489	7451	7755
490	7466	7740
491	7481	7724
492	7495	7708
493	7510	7692
494	7526	7678
495	7540	7662
496	7556	7647
497	7570	7631
498	7586	7616
499	7600	7600
500	7616	7585
501	7631	7570
502	7646	7555
503	7660	7539
504	7675	7523
505	7689	7507
506	7705	7492
507	7721	7478
508	7737	7463
509	7751	7447
510	7766	7431
511	7781	7416
512	7796	7401
513	7810	7384
514	7825	7369
515	7839	7353
516	7854	7338
517	7869	7322
518	7884	7307
519	7898	7291
520	7914	7276
521	7930	7261
522	7945	7247
523	7960	7231
524	7975	7215
525	7990	7200
526	8004	7184
527	8018	7168
528	8033	7152
529	8046	7135
530	8060	7119
531	8075	7104
532	8089	7087
533	8103	7071
534	8119	7057
535	8135	7042
536	8149	7026
537	8164	7011
538	8178	6994
539	8193	6979
540	8207	6963
541	8222	6948
542	8236	6932
543	8251	6916
544	8265	6900
545	8280	6885
546	8295	6869
547	8310	6854
548	8325	6839
549	8340	6824
550	8356	6809
551	8370	6793
552	8386	6778
553	8401	6763
554	8415	6747
555	8431	6732
556	8445	6716
557	8459	6700
558	8473	6685
559	8488	6669
560	8502	6653
561	8517	6638
562	8533	6623
563	8548	6608
564	8563	6592
565	8578	6577
566	8593	6562
567	8608	6547
568	8622	6531
569	8637	6515
570	8652	6500
571	8667	6485
572	8682	6470
573	8696	6454
574	8711	6438
575	8726	6423
576	8741	6408
577	8756	6393
578	8772	6378
579	8788	6363
580	8802	6348
581	8816	6332
582	8832	6317
583	8846	6301
584	8861	6286
585	8876	6270
586	8891	6255
587	8905	6239
588	8919	6224
589	8933	6207
590	8947	6192
591	8963	6177
592	8979	6162
593	8995	6148
594	9010	6132
595	9024	6117
596	9039	6102
597	9054	6086
598	9069	6071
599	9083	6055
600	9099	6040
601	9115	6026
602	9131	6011
603	9146	5996
604	9162	5981
605	9177	5967
606	9195	5953
607	9216	5941
608	9232	5927
609	9248	5913
610	9263	5897
611	9278	5882
612	9293	5867
613	9310	5853
614	9325	5838
615	9341	5823
616	9356	5808
617	9372	5793
618	9387	5778
619	9403	5763
620	9418	5748
621	9432	5732
622	9447	5717
623	9462	5702
624	9478	5687
625	9492	5671
626	9507	5655
627	9521	5640
628	9537	5625
629	9552	5610
630	9566	5594
631	9581	5579
632	9597	5564
633	9613	5549
634	9629	5535
635	9644	5519
636	9658	5504
637	9674	5489
638	9689	5473
639	9705	5459
640	9721	5444
641	9736	5429
642	9751	5414
643	9766	5399
644	9781	5383
645	9797	5368
646	9814	5354
647	9829	5339
648	9844	5324
649	9859	5308
650	9875	5294
651	9889	5278
652	9904	5263
653	9919	5247
654	9934	5232
655	9948	5217
656	9964	5202
657	9979	5187
658	9995	5172
659	10010	5156
660	10024	5141
661	10040	5126
662	10056	5111
663	10070	5095
664	10084	5080
665	10099	5064
666	10112	5048
667	10127	5033
668	10142	5018
669	10158	5003
670	10173	4988
671	10188	4972
672	10203	4957
673	10219	4942
674	10234	4927
675	10248	4912
676	10263	4897
677	10278	4881
678	10293	4866
679	10307	4850
680	10323	4835
681	10337	4819
682	10351	4804
683	10365	4788
684	10379	4773
685	10394	4757
686	10408	4742
687	10423	4727
688	10439	4712
689	10454	4697
690	10469	4681
691	10484	4666
692	10499	4651
693	10514	4636
694	10529	4620
695	10543	4605
696	10559	4590
697	10573	4574
698	10589	4559
699	10604	4544
700	10619	4529
701	10635	4514
702	10651	4500
703	10666	4484
704	10681	4469
705	10696	4454
706	10711	4438
707	10725	4423
708	10741	4408
709	10756	4393
710	10772	4378
711	10787	4363
712	10802	4348
713	10817	4333
714	10833	4318
715	10849	4303
716	10865	4288
717	10880	4273
718	10895	4258
719	10910	4243
720	10925	4227
721	10939	4212
722	10953	4196
723	10968	4181
724	10983	4166
725	10998	4150
726	11013	4135
727	11028	4120
728	11044	4105
729	11059	4090
730	11074	4075
731	11089	4060
732	11104	4044
733	11119	4029
734	11135	4014
735	11150	3999
736	11164	3984
737	11178	3968
738	11193	3953
739	11209	3938
740	11224	3923
741	11240	3908
742	11257	3894
743	11277	3880
744	11293	3865
745	11309	3850
746	11324	3835
747	11338	3819
748	11353	3804
749	11371	3790
750	11395	3778
751	11412	3763
752	11427	3748
753	11443	3733
754	11460	3718
755	11475	3703
756	11491	3688
757	11520	3677
758	11538	3663
759	11553	3648
760	11570	3633
761	11588	3619
762	11603	3604
763	11618	3588
764	11633	3573
765	11648	3558
766	11665	3543
767	11681	3528
768	11697	3513
769	11711	3498
770	11727	3483
771	11743	3468
772	11760	3453
773	11776	3438
774	11791	3423
775	11806	3408
776	11821	3392
777	11836	3377
778	11852	3362
779	11868	3347
780	11883	3332
781	11899	3317
782	11914	3301
783	11928	3286
784	11942	3270
785	11957	3255
786	11972	3240
787	11986	3224
788	12001	3209
789	12016	3194
790	12031	3179
791	12047	3164
792	12063	3148
793	12077	3133
794	12093	3118
795	12107	3102
796	12121	3087
797	12136	3072
798	12150	3056
799	12164	3041
800	12178	3025
801	12193	3010
802	12207	2994
803	12222	2979
804	12236	2964
805	12251	2948
806	12266	2933
807	12282	2918
808	12297	2903
809	12313	2888
810	12327	2872
811	12342	2857
812	12357	2842
813	12372	2827
814	12387	2811
815	12401	2796
816	12416	2781
817	12432	2766
818	12447	2750
819	12462	2735
820	12478	2720
821	12494	2705
822	12507	2689
823	12523	2674
824	12538	2659
825	12553	2644
826	12568	2629
827	12584	2614
828	12600	2599
829	12616	2584
830	12632	2569
831	12648	2553
832	12663	2538
833	12678	2523
834	12694	2508
835	12711	2493
836	12726	2478
837	12741	2463
838	12757	2448
839	12772	2432
840	12787	2417
841	12802	2402
842	12816	2386
843	12831	2371
844	12847	2356
845	12862	2341
846	12877	2326
847	12895	2311
848	12912	2296
849	12928	2281
850	12944	2266
851	12962	2251
852	12977	2236
853	12994	2221
854	13010	2206
855	13026	2191
856	13043	2176
857	13059	2161
858	13076	2146
859	13092	2131
860	13106	2115
861	13122	2100
862	13139	2085
863	13154	2070
864	13171	2055
865	13185	2040
866	13200	2025
867	13216	2009
868	13231	1994
869	13247	1979
870	13262	1964
871	13278	1949
872	13293	1933
873	13308	1918
874	13324	1903
875	13339	1888
876	13354	1873
877	13371	1857
878	13387	1842
879	13401	1827
880	13416	1812
881	13431	1797
882	13447	1781
883	13463	1766
884	13480	1751
885	13495	1736
886	13510	1721
887	13526	1706
888	13543	1690
889	13559	1675
890	13574	1660
891	13592	1645
892	13606	1630
893	13621	1615
894	13635	1599
895	13651	1584
896	13665	1569
897	13680	1553
898	13695	1538
899	13709	1523
900	13724	1508
901	13739	1492
902	13754	1477
903	13770	1462
904	13785	1447
905	13801	1431
906	13816	1416
907	13831	1401
908	13845	1386
909	13860	1370
910	13875	1355
911	13890	1340
912	13905	1325
913	13920	1309
914	13936	1294
915	13951	1279
916	13967	1264
917	13983	1249
918	14000	1234
919	14015	1218
920	14030	1203
921	14045	1188
922	14060	1173
923	14075	1157
924	14090	1142
925	14104	1127
926	14119	1111
927	14134	1096
928	14149	1081
929	14163	1066
930	14178	1050
931	14194	1035
932	14210	1020
933	14226	1005
934	14244	990
935	14260	975
936	14276	959
937	14292	944
938	14307	929
939	14322	914
940	14338	899
941	14352	883
942	14367	868
943	14382	853
944	14397	837
945	14413	822
946	14429	807
947	14445	792
948	14461	777
949	14481	762
950	14496	746
951	14511	731
952	14526	716
953	14541	701
954	14556	685
955	14571	670
956	14586	655
957	14600	640
958	14616	624
959	14631	609
960	14646	594
961	14661	579
962	14677	563
963	14693	548
964	14710	533
965	14725	518
966	14740	503
967	14756	487
968	14770	472
969	14786	457
970	14801	442
971	14816	426
972	14833	411
973	14849	396
974	14866	381
975	14882	365
976	14898	350
977	14914	335
978	14930	320
979	14946	305
980	14961	289
981	14976	274
982	14992	259
983	15006	244
984	15021	228
985	15037	213
986	15053	198
987	15069	183
988	15084	167
989	15100	152
990	15115	137
991	15129	122
992	15143	106
993	15159	91
994	15174	76
995	15189	61
996	15204	45
997	15218	30
998	15234	15
999	15249	0
