iter	Logloss
684	0.1278788465
685	0.127862328
686	0.1278519098
687	0.1278421243
688	0.1278202859
689	0.1278076919
690	0.1277914214
691	0.1277696537
692	0.1277561813
693	0.1277453392
694	0.1277336396
695	0.127723785
696	0.1277106827
697	0.1277031356
698	0.1276986443
699	0.127682642
700	0.1276755004
701	0.1276616563
702	0.1276519526
703	0.1276418042
704	0.1276184291
705	0.1276006789
706	0.127583156
707	0.1275804174
708	0.1275695753
709	0.1275470143
710	0.1275283665
711	0.1275191205
712	0.1275081459
713	0.1274986293
714	0.127489865
715	0.1274741631
716	0.1274553186
717	0.1274432031
718	0.1274215245
719	0.1274082472
720	0.1273934958
721	0.1273887516
722	0.1273860563
723	0.1273723655
724	0.1273530289
725	0.1273421001
726	0.1273189112
727	0.1273063453
728	0.1272902306
729	0.127280478
730	0.1272572354
731	0.1272468155
732	0.1272279093
733	0.1272198114
734	0.1272090094
735	0.1272021431
736	0.1271994904
737	0.1271905318
738	0.1271689383
739	0.1271514925
740	0.1271421108
741	0.1271200957
742	0.1271121633
743	0.1271021112
744	0.1270904019
745	0.1270674186
746	0.1270601485
747	0.1270502401
748	0.1270404506
749	0.1270281086
750	0.1270226996
751	0.1270056239
752	0.1269911624
753	0.1269781982
754	0.1269682072
755	0.1269544305
756	0.126935916
757	0.1269107802
758	0.1269079307
759	0.1268913231
760	0.1268759487
761	0.1268669725
762	0.1268536269
763	0.1268502653
764	0.1268344886
765	0.1268125812
766	0.1267979245
767	0.1267885758
768	0.1267789331
769	0.1267762989
770	0.1267668441
771	0.1267492289
772	0.1267309039
773	0.1267147539
774	0.1267047275
775	0.1266988102
776	0.1266805816
777	0.1266767245
778	0.1266670129
779	0.1266398875
780	0.1266314002
781	0.1266150254
782	0.1266088946
783	0.1266041969
784	0.1265934824
785	0.1265855307
786	0.1265776576
787	0.1265676272
788	0.1265597541
789	0.126547971
790	0.1265399358
791	0.1265252278
792	0.126521333
793	0.1265181993
794	0.1265088353
795	0.1264999032
796	0.1264917917
797	0.1264812731
798	0.1264652966
799	0.1264588856
800	0.1264510976
801	0.1264378677
802	0.1264277771
803	0.1264122686
804	0.1264058656
805	0.1263943057
806	0.1263830733
807	0.1263766109
808	0.1263600266
809	0.1263515658
810	0.1263433483
811	0.1263366828
812	0.1263313388
813	0.1263193638
814	0.1263073527
815	0.1263027802
816	0.1262967104
817	0.1262835745
818	0.1262678621
819	0.1262581689
820	0.1262542925
821	0.1262476535
822	0.1262436222
823	0.1262317179
824	0.1262190195
825	0.1262092556
826	0.1261840475
827	0.1261783623
828	0.1261616543
829	0.126152491
830	0.1261296811
831	0.1261155488
832	0.1261046263
833	0.1260914775
834	0.1260780132
835	0.126050671
836	0.1260429031
837	0.1260354459
838	0.1260176131
839	0.1260018083
840	0.1259897675
841	0.1259822774
842	0.1259804966
843	0.1259705658
844	0.125951523
845	0.1259436001
846	0.1259404328
847	0.1259237802
848	0.1259129975
849	0.1258913967
850	0.1258796184
851	0.1258581774
852	0.1258509804
853	0.1258364514
854	0.1258340123
855	0.1258201529
856	0.1258118117
857	0.1257970138
858	0.125779584
859	0.1257644714
860	0.1257618122
861	0.1257455121
862	0.1257394712
863	0.1257334953
864	0.1257251405
865	0.1257158271
866	0.1257070444
867	0.1256831072
868	0.1256649813
869	0.1256404011
870	0.1256361402
871	0.1256205466
872	0.1256010606
873	0.1255897078
874	0.1255765863
875	0.125558735
876	0.1255437805
877	0.1255307176
878	0.1255270388
879	0.1255127828
880	0.1254880918
881	0.1254625384
882	0.1254540696
883	0.1254319004
884	0.1254169282
885	0.1254016333
886	0.1253918863
887	0.1253833308
888	0.1253790225
889	0.1253709632
890	0.1253587128
891	0.1253393971
892	0.1253277769
893	0.1253147381
894	0.1253074174
895	0.1252930739
896	0.125285575
897	0.1252758272
898	0.1252612444
899	0.1252487901
900	0.1252268465
901	0.1252094208
902	0.1251945096
903	0.1251759116
904	0.1251731104
905	0.125166151
906	0.1251528055
907	0.1251420203
908	0.1251342701
909	0.1251296985
910	0.1251255203
911	0.1251115566
912	0.1250951729
913	0.1250839133
914	0.1250701447
915	0.1250555499
916	0.12504399
917	0.1250300768
918	0.1250246862
919	0.125022394
920	0.1250066045
921	0.1250010678
922	0.124992375
923	0.1249831949
924	0.1249788039
925	0.1249768304
926	0.1249626708
927	0.1249562959
928	0.1249540478
929	0.1249502381
930	0.1249347361
931	0.1249158787
932	0.1249062907
933	0.1248899593
934	0.1248788209
935	0.1248757065
936	0.1248533992
937	0.1248487834
938	0.1248397004
939	0.1248275351
940	0.1248036903
941	0.1248006546
942	0.1247867784
943	0.1247824974
944	0.1247626285
945	0.1247501228
946	0.1247379398
947	0.1247242322
948	0.1247095748
949	0.1246884614
950	0.1246757814
951	0.124661967
952	0.1246495906
953	0.1246348352
954	0.124619509
955	0.124598858
956	0.1245866301
957	0.1245833568
958	0.1245734717
959	0.1245683236
960	0.1245564217
961	0.1245473001
962	0.1245291004
963	0.1245176135
964	0.1245110965
965	0.1245062921
966	0.1244967948
967	0.1244832598
968	0.1244803284
969	0.1244738668
970	0.1244673707
971	0.1244564041
972	0.1244429462
973	0.1244336625
974	0.1244194619
975	0.1244171464
976	0.1244108084
977	0.1243964529
978	0.1243844056
979	0.1243732134
980	0.1243672898
981	0.1243580261
982	0.124345901
983	0.1243340191
984	0.124326871
985	0.1243092534
986	0.1243003068
987	0.1242893515
988	0.1242781392
989	0.1242677821
990	0.1242640944
991	0.1242549207
992	0.1242406743
993	0.1242234356
994	0.1242163646
995	0.1242021086
996	0.1241921593
997	0.1241854296
998	0.124172455
999	0.1241676569
