iter	RMSE
135	46.93228127
136	46.79687324
137	46.74634575
138	46.71592355
139	46.69555049
140	46.68279739
141	46.666959
142	46.61570813
143	46.56583507
144	46.54153554
145	46.51998473
146	46.40001602
147	46.38704039
148	46.32418226
149	46.23854039
150	46.2139312
151	46.19866757
152	46.18111885
153	46.14704318
154	46.10920615
155	46.08833658
156	46.07090189
157	45.99807559
158	45.98236418
159	45.8830732
160	45.78991879
161	45.76559972
162	45.63687487
163	45.59829143
164	45.57264465
165	45.46788483
166	45.45094087
167	45.41084455
168	45.4034408
169	45.36256669
170	45.34543681
171	45.3110442
172	45.24607596
173	45.20144065
174	45.17691968
175	45.13237294
176	45.12715317
177	45.09629759
178	45.09209507
179	45.02456562
180	44.98672912
181	44.945419
182	44.85207282
183	44.81739464
184	44.76358034
185	44.70851333
186	44.69419092
187	44.56186941
188	44.54451086
189	44.52512526
190	44.50442122
191	44.49108841
192	44.4759518
193	44.43484354
194	44.39741406
195	44.32968933
196	44.3203713
197	44.3060123
198	44.28443418
199	44.26586102
200	44.25941926
201	44.22481328
202	44.17050966
203	44.14742638
204	44.1108297
205	44.0152111
206	44.00184751
207	43.89732162
208	43.88401602
209	43.84694529
210	43.82180984
211	43.78210346
212	43.75352246
213	43.73021451
214	43.72075962
215	43.69583659
216	43.65017432
217	43.62714741
218	43.6073639
219	43.5625975
220	43.55843641
221	43.5262804
222	43.49696297
223	43.48977344
224	43.47666195
225	43.46941745
226	43.45461622
227	43.38935869
228	43.38463116
229	43.36631312
230	43.31668719
231	43.30503862
232	43.29714723
233	43.27023627
234	43.21958089
235	43.19935424
236	43.18345212
237	43.16393041
238	43.11506176
239	43.10576362
240	43.08956296
241	43.01732673
242	42.99926095
243	42.9520572
244	42.84536712
245	42.8282887
246	42.81088636
247	42.78839953
248	42.7783743
249	42.77285838
250	42.72651394
251	42.67669609
252	42.6520851
253	42.64763885
254	42.63817471
255	42.62624416
256	42.611109
257	42.54692619
258	42.52388173
259	42.51161121
260	42.49515913
261	42.48655858
262	42.30722465
263	42.27864433
264	42.25947115
265	42.23680208
266	42.23087293
267	42.218117
268	42.20886814
269	42.19853498
270	42.17600453
271	42.16895255
272	42.13686356
273	41.98737265
274	41.94051768
275	41.93587175
276	41.93105203
277	41.91262035
278	41.90365304
279	41.89425338
280	41.86503536
281	41.85375238
282	41.83860542
283	41.82978864
284	41.80418692
285	41.7309905
286	41.72437862
287	41.71983937
288	41.68851552
289	41.67371999
290	41.64660785
291	41.63813654
292	41.62114063
293	41.59468636
294	41.5130224
295	41.48443955
296	41.43592861
297	41.42480954
298	41.41671753
299	41.41078841
300	41.39850242
301	41.38859669
302	41.34981689
303	41.33125825
304	41.30011691
305	41.28032084
306	41.25954399
307	41.15410954
308	41.13538602
309	41.09324146
310	41.05052604
311	41.04125356
312	41.02379206
313	41.01517959
314	41.00310848
315	40.92268523
316	40.91873145
317	40.89523749
318	40.83871097
319	40.83277504
320	40.82009354
321	40.81570584
322	40.78144043
323	40.7753923
324	40.76077924
325	40.75150093
326	40.71987421
327	40.70740627
328	40.66105556
329	40.64323493
330	40.60765965
331	40.60573168
332	40.59332375
333	40.58960555
334	40.57859717
335	40.56025731
336	40.53162452
337	40.44819909
338	40.43494698
339	40.42414352
340	40.39416556
341	40.37075384
342	40.35799806
343	40.34387545
344	40.34149032
345	40.33512768
346	40.31658966
347	40.29364954
348	40.29180113
349	40.28124657
350	40.24926694
351	40.24710828
352	40.23715886
353	40.21900123
354	40.21699895
355	40.21526204
356	40.19274617
357	40.19092039
358	40.16301135
359	40.12660602
360	40.11933529
361	40.01793984
362	40.00830549
363	39.9705627
364	39.95611217
365	39.94494845
366	39.88383693
367	39.8777326
368	39.80338373
369	39.79452636
370	39.78025339
371	39.76251345
372	39.66820228
373	39.65305279
374	39.63726791
375	39.61294684
376	39.57939755
377	39.56318823
378	39.52963363
379	39.4194804
380	39.39538251
381	39.3637437
382	39.35231717
383	39.35136055
384	39.34979901
385	39.32802773
386	39.30160335
387	39.2652219
388	39.23221676
389	39.21020659
390	39.20676476
391	39.19110546
392	39.17525746
393	39.15036135
394	39.12334254
395	39.11121059
396	39.10137688
397	39.08828703
398	39.05757544
399	39.01404739
400	38.98187105
401	38.97932895
402	38.96941217
403	38.95694868
404	38.943611
405	38.93923979
406	38.92199618
407	38.90128305
408	38.86521884
409	38.78549258
410	38.74536063
411	38.73039015
412	38.6933802
413	38.6902368
414	38.63896277
415	38.58999957
416	38.58430142
417	38.55762517
418	38.51711294
419	38.50189129
420	38.49670012
421	38.46552489
422	38.44858413
423	38.43196702
424	38.40200974
425	38.39099545
426	38.34540974
427	38.31401565
428	38.2981048
429	38.26919924
430	38.23143261
431	38.22415803
432	38.18854405
433	38.15300951
434	38.14858877
435	38.13435658
436	38.12301187
437	38.107276
438	38.08770484
439	38.06383703
440	38.05136064
441	38.03024307
442	38.02119969
443	38.01019245
444	38.0030282
445	37.99409609
446	37.93564903
447	37.91789871
448	37.91094333
449	37.8185487
450	37.74897425
451	37.72661785
452	37.71899752
453	37.70551738
454	37.70281536
455	37.67560695
456	37.64386237
457	37.62608333
458	37.62021134
459	37.58880762
460	37.54286022
461	37.53452192
462	37.52217753
463	37.51736523
464	37.4966652
465	37.49132172
466	37.46311509
467	37.45824636
468	37.41770791
469	37.37916928
470	37.37032866
471	37.35202287
472	37.35111505
473	37.34631042
474	37.32674651
475	37.3201378
476	37.30869651
477	37.29589745
478	37.28676059
479	37.28224802
480	37.27175426
481	37.26145202
482	37.24620386
483	37.22536189
484	37.20588539
485	37.19737449
486	37.19091792
487	37.18334706
488	37.16723607
489	37.14652976
490	37.13773336
491	37.12895632
492	37.12597073
493	37.10811326
494	37.06300311
495	37.05477962
496	37.04956459
497	37.03981036
498	37.03559342
499	37.02153908
500	37.01054911
501	36.99097738
502	36.98258018
503	36.96824234
504	36.93925537
505	36.86279397
506	36.85121876
507	36.84763319
508	36.84092041
509	36.83495568
510	36.80611545
511	36.79637483
512	36.7787003
513	36.77792261
514	36.77143451
515	36.7652894
516	36.7535397
517	36.74964093
518	36.73508676
519	36.72994809
520	36.72672844
521	36.72404978
522	36.70739718
523	36.63683018
524	36.62813412
525	36.6222036
526	36.61992199
527	36.61547475
528	36.57478358
529	36.5660881
530	36.55283044
531	36.54473223
532	36.54156603
533	36.53594831
534	36.50572644
535	36.49694212
536	36.48065615
537	36.47491429
538	36.46857538
539	36.4520817
540	36.4410711
541	36.42263832
542	36.42024733
543	36.41519487
544	36.40864737
545	36.3469627
546	36.2978107
547	36.29015469
548	36.26918167
549	36.26734376
550	36.24948001
551	36.21147056
552	36.17702574
553	36.16389749
554	36.1589344
555	36.14285569
556	36.13772872
557	36.12788868
558	36.12304869
559	36.11687166
560	36.1126717
561	36.11023825
562	36.09351778
563	36.08742444
564	36.07288452
565	36.06452726
566	36.04082784
567	35.99721173
568	35.99141115
569	35.96376857
570	35.96315966
571	35.95114873
572	35.94310056
573	35.92827883
574	35.90755852
575	35.89525451
576	35.83762758
577	35.82911649
578	35.82511566
579	35.81902458
580	35.80687557
581	35.8004184
582	35.7988178
583	35.73887498
584	35.73669765
585	35.72549915
586	35.72025536
587	35.70465862
588	35.69908014
589	35.68241654
590	35.68087536
591	35.66771555
592	35.65620329
593	35.65102597
594	35.64676048
595	35.63848449
596	35.59044698
597	35.58285876
598	35.56190796
599	35.55763362
600	35.55088073
601	35.5390893
602	35.511359
603	35.50927654
604	35.49012899
605	35.47746588
606	35.45900665
607	35.44240994
608	35.42762437
609	35.42266007
610	35.37322103
611	35.36297861
612	35.34723465
613	35.33683827
614	35.33007682
615	35.32690542
616	35.28149395
617	35.27630554
618	35.20530345
619	35.20102061
620	35.19456593
621	35.17367744
622	35.15184422
623	35.14624397
624	35.11447794
625	35.0902686
626	35.08562419
627	35.07719454
628	35.06977308
629	35.05961202
630	35.0502805
631	35.03669466
632	35.00278445
633	34.99467429
634	34.99029491
635	34.98525051
636	34.95989026
637	34.93719486
638	34.92908958
639	34.91867278
640	34.90124847
641	34.8883925
642	34.87998869
643	34.87821056
644	34.86776717
645	34.84785865
646	34.83410399
647	34.83002472
648	34.81619213
649	34.80130023
650	34.79289938
651	34.78038293
652	34.77014763
653	34.75682422
654	34.74028982
655	34.73863235
656	34.73269703
657	34.68178417
658	34.67946261
659	34.66920581
660	34.66372458
661	34.659506
662	34.65823881
663	34.63482908
664	34.62819194
665	34.62056431
666	34.60996343
667	34.58931643
668	34.57470762
669	34.5532953
670	34.54595926
671	34.54238572
672	34.53921653
673	34.51573129
674	34.51084191
675	34.50666665
676	34.49570116
677	34.48949539
678	34.47124155
679	34.46217945
680	34.45790608
681	34.45009863
682	34.44661084
683	34.43659839
684	34.42718031
685	34.41704787
686	34.40462866
687	34.40268809
688	34.38425735
689	34.38025085
690	34.3676793
691	34.35580015
692	34.34192682
693	34.32973297
694	34.32582159
695	34.31841473
696	34.29561431
697	34.28247996
698	34.27016475
699	34.25756455
700	34.24042312
701	34.23683674
702	34.23244031
703	34.22046901
704	34.20601403
705	34.20412333
706	34.19390144
707	34.17585435
708	34.16885639
709	34.16510476
710	34.15860965
711	34.15309318
712	34.14374097
713	34.13967289
714	34.13401567
715	34.12208086
716	34.11454156
717	34.1079721
718	34.09429668
719	34.09298955
720	34.07939257
721	34.06973286
722	34.05609531
723	34.04349233
724	34.03231815
725	34.01680648
726	34.0015223
727	33.99517255
728	33.98123479
729	33.96168378
730	33.92496065
731	33.91554988
732	33.89626595
733	33.88743171
734	33.87128666
735	33.86631518
736	33.85966007
737	33.85223303
738	33.84668346
739	33.83780053
740	33.83413729
741	33.83231882
742	33.82669284
743	33.82355372
744	33.80631284
745	33.79541891
746	33.77997381
747	33.75533391
748	33.72691196
749	33.71705595
750	33.70522933
751	33.69561424
752	33.6866636
753	33.68491786
754	33.66845992
755	33.64588988
756	33.62359818
757	33.61236357
758	33.59330972
759	33.58370636
760	33.57493751
761	33.56135103
762	33.55289377
763	33.55154037
764	33.52112842
765	33.51459144
766	33.51089774
767	33.49711361
768	33.48027805
769	33.47049463
770	33.46834779
771	33.46746177
772	33.46666388
773	33.45863318
774	33.45648953
775	33.44471508
776	33.44035022
777	33.39651462
778	33.39156436
779	33.38239407
780	33.37833603
781	33.37039549
782	33.36659329
783	33.36279445
784	33.35441199
785	33.35392125
786	33.33821659
787	33.31953871
788	33.30064083
789	33.2933702
790	33.27181033
791	33.2678508
792	33.25810835
793	33.24994826
794	33.24942277
795	33.22177645
796	33.19951754
797	33.19255113
798	33.19142299
799	33.18249087
800	33.17271342
801	33.16225528
802	33.15122561
803	33.14541778
804	33.14497102
805	33.12495925
806	33.11865503
807	33.10263943
808	33.09413248
809	33.06752216
810	33.05441561
811	33.05120808
812	33.02912631
813	33.02469443
814	33.01389717
815	33.01278805
816	33.00756922
817	32.99145716
818	32.98998446
819	32.98825962
820	32.97074538
821	32.9648369
822	32.95929504
823	32.93464894
824	32.91117555
825	32.88543964
826	32.86937299
827	32.8648006
828	32.84784221
829	32.82073022
830	32.81508476
831	32.81157424
832	32.8080849
833	32.79532174
834	32.79067986
835	32.78494906
836	32.78263905
837	32.77626716
838	32.76736204
839	32.76567761
840	32.76394311
841	32.76138172
842	32.76092149
843	32.75525256
844	32.75041987
845	32.72612083
846	32.69158262
847	32.68881846
848	32.67942767
849	32.67255115
850	32.65489678
851	32.64376441
852	32.63452376
853	32.62889626
854	32.61162757
855	32.58663994
856	32.57698547
857	32.57192561
858	32.54346628
859	32.54269749
860	32.51203406
861	32.50818092
862	32.5051112
863	32.50243421
864	32.49539168
865	32.48923045
866	32.47535042
867	32.43227184
868	32.43095263
869	32.40961752
870	32.40256648
871	32.40125169
872	32.38591367
873	32.38269725
874	32.38168397
875	32.37809315
876	32.36045199
877	32.33704938
878	32.33044025
879	32.32839436
880	32.31798575
881	32.30205541
882	32.29222411
883	32.28090246
884	32.2776396
885	32.26857533
886	32.26389734
887	32.2577033
888	32.25086088
889	32.2435113
890	32.2392446
891	32.22922605
892	32.22724024
893	32.21186195
894	32.19010066
895	32.18426962
896	32.17225547
897	32.16208174
898	32.15437644
899	32.15351854
900	32.14628838
901	32.14178897
902	32.12869146
903	32.12038189
904	32.10548781
905	32.09887353
906	32.09666399
907	32.02972624
908	32.0204283
909	32.0012953
910	31.98622863
911	31.98287521
912	31.97479829
913	31.97372589
914	31.95554377
915	31.94845963
916	31.93215984
917	31.90961024
918	31.9026271
919	31.88997817
920	31.86968876
921	31.86320716
922	31.85461333
923	31.8539877
924	31.84975577
925	31.84698241
926	31.84024412
927	31.82251033
928	31.81220431
929	31.80577695
930	31.79883763
931	31.79353632
932	31.79258805
933	31.77546327
934	31.76830067
935	31.76476525
936	31.75200166
937	31.73787369
938	31.73443404
939	31.7233088
940	31.71757609
941	31.71154846
942	31.70524018
943	31.6729165
944	31.65996701
945	31.65942817
946	31.65064323
947	31.64911141
948	31.64405666
949	31.63998303
950	31.63833968
951	31.63479483
952	31.62859366
953	31.62637565
954	31.6208856
955	31.60883885
956	31.60249611
957	31.5719857
958	31.55026535
959	31.5408868
960	31.53826601
961	31.52935124
962	31.52362817
963	31.51459769
964	31.50579864
965	31.49617012
966	31.48923537
967	31.47892241
968	31.47678615
969	31.47225401
970	31.46820243
971	31.46488832
972	31.45763324
973	31.4511894
974	31.44794186
975	31.44599528
976	31.42747148
977	31.409808
978	31.39669489
979	31.39097196
980	31.38381604
981	31.38291484
982	31.37975325
983	31.37612539
984	31.36998915
985	31.35964747
986	31.34944438
987	31.3471853
988	31.34235375
989	31.33566552
990	31.32161881
991	31.30901623
992	31.29981363
993	31.29484552
994	31.279793
995	31.27112217
996	31.27056232
997	31.26491275
998	31.25182522
999	31.24181484
